Unnamed: 0,AvgSpeed,Country,DangerLvl,NoAccidents,NoFatalities,NoJourneys,PoliceActivity,RoadCond,Season,Weather,Weekend
8630,high,Europe,low,medium,medium,medium,regular,good,summer,good,working
8631,low,US,low,high,medium,medium,regular,good,summer,good,weekend
8632,high,US,low,low,low,low,regular,good,spring,bad,weekend
8633,low,Europe,low,low,high,low,regular,bad,winter,bad,working
8634,high,US,low,low,medium,low,regular,bad,winter,bad,weekend
8635,low,Europe,low,low,low,low,regular,bad,fall,bad,working
8637,low,Europe,high,medium,high,low,regular,bad,winter,bad,working
8638,low,Europe,low,low,high,medium,regular,good,spring,good,holiday
8641,high,UK,low,low,low,medium,regular,good,fall,good,weekend
8642,low,Europe,low,high,medium,medium,regular,bad,spring,good,working
8644,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
8645,high,UK,low,low,low,medium,regular,good,summer,bad,working
8646,low,Europe,low,low,low,medium,regular,bad,summer,good,working
8647,low,Europe,low,low,low,low,regular,good,fall,good,weekend
8648,low,Europe,low,low,medium,low,regular,bad,spring,bad,working
8649,low,Europe,low,low,low,medium,regular,bad,spring,bad,weekend
8650,high,US,low,low,medium,low,regular,good,summer,good,working
8651,low,Europe,low,low,low,low,regular,good,spring,bad,working
8652,high,US,low,low,low,low,regular,bad,winter,bad,weekend
8656,low,UK,low,low,low,medium,regular,good,fall,good,working
8657,low,Europe,low,medium,medium,medium,regular,bad,summer,good,working
8658,low,UK,low,medium,low,medium,increased,good,summer,good,working
8659,high,US,low,medium,medium,medium,regular,good,spring,bad,working
8661,low,US,low,low,low,low,regular,bad,summer,good,working
8662,high,Europe,low,medium,high,medium,regular,good,summer,good,working
8664,low,Europe,low,low,low,medium,regular,bad,winter,good,weekend
8665,low,Europe,low,low,low,medium,regular,good,summer,good,working
8667,high,Europe,low,low,low,low,regular,good,fall,good,holiday
8668,high,Europe,low,low,low,medium,regular,good,fall,good,working
8669,low,US,low,medium,high,medium,regular,bad,spring,bad,working
8670,high,US,low,low,high,medium,regular,good,summer,good,working
8671,low,UK,low,high,high,medium,increased,good,summer,good,working
8676,high,UK,low,low,low,medium,regular,good,summer,good,working
8677,high,US,low,low,low,low,regular,good,spring,good,working
8678,low,Europe,low,low,low,medium,regular,good,summer,good,weekend
8679,low,Europe,high,medium,medium,medium,regular,good,summer,good,holiday
8682,low,US,low,low,low,medium,regular,good,summer,good,working
8684,low,US,low,low,low,low,regular,bad,winter,bad,weekend
8685,low,US,low,medium,medium,medium,regular,bad,spring,good,working
8686,high,Europe,low,low,low,medium,regular,bad,winter,bad,working
8687,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
8690,high,Europe,low,low,low,medium,regular,good,summer,good,working
8691,low,UK,low,high,high,medium,regular,good,fall,good,working
8694,high,US,low,low,low,medium,regular,good,spring,bad,working
8697,low,Europe,low,medium,medium,medium,regular,bad,winter,bad,working
8699,low,Europe,low,low,high,low,regular,bad,spring,bad,weekend
8700,low,Europe,low,low,medium,medium,regular,good,summer,good,weekend
8701,low,US,low,low,low,medium,regular,bad,fall,good,weekend
8708,high,Europe,low,medium,low,medium,regular,bad,spring,bad,working
8709,high,Europe,low,medium,high,medium,regular,good,summer,good,working
8710,low,US,low,low,low,low,regular,bad,fall,bad,working
8711,low,UK,low,low,medium,medium,regular,good,spring,bad,working
8712,low,Europe,low,low,medium,medium,regular,bad,fall,good,working
8713,high,Europe,low,medium,low,medium,regular,good,spring,good,working
8716,high,US,low,low,low,medium,regular,good,fall,good,working
8717,low,Europe,low,medium,high,medium,regular,bad,spring,bad,working
8720,low,Europe,low,high,high,medium,regular,good,fall,good,working
8722,high,US,high,high,high,medium,regular,good,summer,good,working
8723,high,Europe,low,low,high,low,regular,bad,winter,bad,working
8724,low,US,low,low,low,medium,regular,good,summer,good,working
8725,high,Europe,low,medium,medium,medium,regular,good,summer,good,weekend
8728,low,Europe,low,low,low,medium,regular,bad,winter,bad,holiday
8731,low,UK,low,low,low,low,regular,bad,fall,bad,weekend
8733,low,Europe,low,low,medium,medium,regular,bad,winter,bad,weekend
8734,high,UK,low,medium,low,medium,regular,good,summer,good,weekend
8735,high,UK,low,high,high,medium,regular,good,summer,good,working
8736,high,US,low,high,medium,medium,regular,good,summer,good,weekend
8737,low,US,low,medium,medium,medium,regular,bad,fall,bad,weekend
8739,high,UK,low,low,medium,medium,regular,good,summer,good,working
8740,high,Europe,low,high,high,medium,regular,good,fall,good,working
8741,low,Europe,low,medium,high,low,regular,bad,spring,good,working
8742,low,UK,low,low,low,low,regular,bad,winter,bad,working
8748,high,UK,high,high,high,low,regular,bad,fall,bad,working
8750,low,US,low,low,low,medium,increased,good,fall,bad,working
8752,high,Europe,low,medium,high,medium,regular,bad,winter,bad,weekend
8754,low,Europe,low,low,low,low,regular,bad,spring,good,working
8755,low,Europe,low,low,medium,low,regular,good,summer,good,working
8756,high,UK,low,low,medium,medium,regular,good,summer,good,working
8757,high,US,low,high,low,low,regular,good,fall,good,working
8758,low,US,low,low,medium,low,regular,bad,spring,bad,holiday
8760,low,Europe,low,low,medium,low,regular,good,summer,good,weekend
8762,high,Europe,high,high,high,low,regular,bad,winter,bad,working
8764,low,Europe,low,low,medium,low,regular,good,spring,good,working
8765,low,Europe,low,low,low,medium,increased,bad,winter,bad,working
8766,high,Europe,low,low,low,low,regular,bad,spring,bad,working
8771,low,Europe,low,low,low,low,regular,bad,summer,bad,working
8773,low,Europe,low,high,low,medium,increased,bad,winter,good,working
8774,low,US,low,high,high,low,regular,bad,spring,bad,working
8776,high,US,low,high,medium,medium,regular,bad,spring,bad,working
8777,low,Europe,low,high,high,low,regular,bad,fall,bad,working
8779,high,US,low,low,low,medium,regular,good,spring,bad,working
8782,low,Europe,low,low,low,medium,regular,good,fall,good,working
8784,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
8785,low,US,low,low,low,low,regular,bad,fall,bad,holiday
8786,low,US,low,low,low,low,regular,bad,summer,bad,working
8787,low,UK,low,low,low,medium,increased,bad,summer,bad,working
8788,high,Europe,low,medium,high,medium,regular,good,fall,good,working
8789,low,Europe,low,low,low,medium,regular,bad,spring,bad,working
8790,low,Europe,low,low,medium,medium,regular,good,summer,good,working
8791,low,UK,low,medium,medium,medium,regular,bad,winter,bad,weekend
8792,low,Europe,low,low,low,medium,regular,good,spring,good,working
8793,high,US,high,high,high,medium,regular,bad,summer,good,working
8795,high,Europe,low,low,low,low,regular,good,winter,bad,weekend
8796,low,US,low,medium,low,medium,regular,good,summer,good,working
8797,high,US,low,high,high,medium,regular,good,fall,good,weekend
8798,low,UK,low,low,low,medium,regular,bad,fall,bad,working
8800,high,US,low,low,high,medium,regular,good,spring,good,weekend
8803,high,US,low,low,low,medium,regular,good,spring,good,holiday
8805,low,US,low,low,low,medium,regular,good,summer,good,working
8807,low,Europe,low,low,medium,medium,regular,good,fall,good,working
8809,low,Europe,low,low,medium,medium,regular,bad,winter,bad,weekend
8811,low,Europe,low,low,low,medium,regular,good,summer,good,working
8812,high,US,low,low,medium,medium,regular,good,spring,good,working
8813,low,UK,low,medium,medium,low,regular,bad,winter,good,weekend
8814,high,Europe,low,low,low,medium,regular,good,spring,good,working
8815,low,UK,low,medium,low,medium,regular,bad,fall,bad,working
8817,high,US,low,medium,high,medium,regular,good,spring,bad,working
8818,low,UK,low,medium,high,medium,regular,bad,spring,good,weekend
8819,high,Europe,low,high,high,medium,regular,good,summer,good,working
8820,high,UK,low,medium,high,medium,regular,good,fall,good,weekend
8821,high,US,low,medium,high,medium,regular,good,spring,good,working
8823,low,US,low,high,high,low,regular,good,summer,good,working
8824,high,Europe,low,low,low,low,regular,bad,winter,bad,working
8825,low,Europe,low,low,low,medium,regular,good,spring,good,working
8826,low,UK,low,medium,low,medium,regular,bad,winter,bad,working
8829,low,Europe,low,low,low,medium,regular,good,summer,good,working
8835,low,Europe,low,low,low,medium,regular,good,summer,good,working
8836,high,Europe,low,medium,low,medium,regular,good,fall,good,working
8838,low,Europe,low,low,medium,low,regular,good,spring,good,weekend
8839,high,UK,low,low,low,low,increased,bad,winter,bad,working
8842,low,Europe,low,medium,low,medium,regular,bad,spring,good,weekend
8843,low,UK,low,low,low,low,regular,bad,winter,bad,working
8844,low,UK,low,low,low,medium,regular,good,spring,bad,working
8846,high,Europe,low,high,low,medium,regular,good,spring,good,working
8849,low,UK,low,medium,high,medium,regular,good,fall,good,weekend
8850,low,Europe,low,medium,low,medium,regular,good,fall,good,weekend
8851,low,US,low,medium,low,medium,regular,good,winter,good,working
8853,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
8855,low,Europe,low,low,low,medium,regular,good,summer,good,working
8856,low,US,low,low,low,medium,regular,bad,winter,bad,working
8857,high,Europe,low,low,medium,low,regular,bad,winter,bad,weekend
8858,high,Europe,low,medium,medium,medium,regular,good,summer,good,working
8860,low,UK,low,medium,low,medium,regular,bad,winter,bad,weekend
8861,low,US,low,low,low,medium,regular,bad,spring,good,working
8862,low,US,low,medium,medium,medium,regular,bad,fall,good,weekend
8863,low,Europe,low,high,medium,medium,regular,good,spring,bad,working
8864,low,UK,low,high,medium,medium,regular,good,fall,good,working
8870,high,Europe,low,low,medium,medium,regular,bad,spring,bad,working
8871,low,UK,low,medium,high,medium,regular,good,spring,good,weekend
8872,low,Europe,low,medium,low,medium,regular,bad,winter,bad,weekend
8873,high,UK,low,low,medium,medium,regular,good,spring,good,working
8875,high,UK,low,medium,high,medium,increased,good,summer,good,holiday
8876,high,Europe,low,low,medium,medium,regular,good,summer,good,weekend
8881,low,Europe,low,high,medium,medium,regular,good,summer,good,weekend
8882,high,Europe,high,low,low,low,regular,bad,winter,bad,weekend
8885,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
8886,low,Europe,low,low,medium,medium,regular,good,fall,good,working
8887,high,Europe,low,medium,low,low,regular,good,spring,good,working
8888,high,UK,high,medium,medium,medium,regular,bad,winter,bad,working
8889,low,Europe,low,low,low,low,regular,bad,fall,bad,weekend
8890,low,UK,low,low,low,medium,regular,good,summer,good,working
8891,high,UK,low,medium,medium,medium,regular,good,spring,good,weekend
8892,high,Europe,low,low,medium,medium,regular,good,winter,good,working
8894,low,Europe,low,medium,medium,low,increased,bad,fall,good,weekend
8896,high,US,low,high,high,medium,regular,good,fall,good,working
8897,low,Europe,low,low,medium,low,regular,bad,spring,bad,working
8898,low,US,low,low,low,medium,increased,bad,summer,good,working
8900,low,US,low,low,medium,low,regular,bad,winter,bad,weekend
8903,high,US,low,high,high,low,regular,bad,spring,bad,working
8904,high,Europe,high,high,medium,medium,regular,bad,fall,bad,weekend
8905,low,UK,low,low,medium,medium,regular,bad,winter,bad,working
8906,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
8908,high,Europe,low,low,low,medium,regular,good,winter,good,working
8909,high,Europe,low,medium,low,medium,regular,good,summer,good,working
8910,high,UK,low,low,low,low,regular,good,winter,bad,working
8913,low,Europe,low,low,medium,medium,regular,bad,winter,bad,working
8918,high,UK,low,low,medium,medium,regular,good,fall,good,working
8920,high,US,low,medium,low,medium,regular,good,spring,good,weekend
8922,high,Europe,low,low,low,low,regular,good,summer,bad,holiday
8923,low,US,low,low,medium,medium,regular,good,spring,bad,weekend
8925,low,US,low,low,low,medium,regular,bad,winter,bad,working
8927,high,Europe,low,medium,medium,medium,regular,good,summer,good,working
8929,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
8931,high,Europe,low,medium,medium,medium,regular,good,winter,good,weekend
8933,high,Europe,low,medium,low,medium,regular,good,summer,good,weekend
8934,high,UK,low,low,medium,medium,regular,good,summer,good,weekend
8935,low,Europe,low,low,low,medium,regular,good,spring,good,working
8936,high,US,low,high,high,low,regular,good,spring,good,weekend
8937,low,Europe,low,high,medium,medium,regular,bad,winter,bad,working
8939,low,US,low,low,low,low,regular,bad,spring,bad,working
8942,low,Europe,low,low,medium,low,regular,bad,spring,good,working
8943,low,Europe,low,high,medium,medium,regular,good,spring,bad,weekend
8944,low,UK,low,high,low,medium,regular,good,fall,good,working
8946,low,US,low,medium,high,medium,regular,bad,summer,bad,working
8947,high,US,low,low,medium,medium,regular,good,fall,bad,working
8948,low,US,low,low,low,medium,regular,bad,winter,bad,working
8951,low,Europe,low,low,medium,low,regular,bad,spring,bad,holiday
8952,high,US,low,medium,high,medium,regular,good,summer,bad,working
8953,high,UK,low,low,low,low,regular,good,spring,good,working
8954,low,UK,low,low,medium,medium,regular,good,summer,good,weekend
8955,low,Europe,low,medium,low,medium,regular,bad,winter,good,working
8956,high,US,low,low,low,low,regular,good,winter,bad,working
8957,low,US,low,low,medium,medium,regular,bad,winter,bad,holiday
8958,high,Europe,low,low,low,medium,regular,good,summer,good,working
8959,low,US,low,low,low,low,regular,bad,winter,bad,weekend
8964,high,Europe,low,low,high,medium,regular,good,summer,good,weekend
8966,high,US,low,high,medium,medium,regular,bad,fall,good,working
8968,low,Europe,low,low,low,medium,regular,bad,summer,bad,working
8969,high,Europe,high,low,medium,low,regular,bad,spring,bad,working
8970,high,Europe,low,low,high,medium,regular,good,summer,bad,working
8976,low,US,low,low,low,medium,regular,bad,fall,bad,working
8977,high,Europe,low,low,low,low,regular,good,fall,good,working
8978,low,US,low,medium,low,low,regular,bad,spring,bad,working
8979,high,Europe,high,high,high,medium,regular,bad,spring,good,working
8980,low,US,low,low,low,low,regular,bad,winter,bad,working
8983,high,UK,low,low,low,low,regular,bad,winter,bad,weekend
8986,low,Europe,low,high,high,medium,regular,bad,winter,bad,working
8987,high,US,high,low,low,low,regular,bad,winter,bad,working
8988,high,US,low,medium,low,low,regular,good,spring,good,working
8989,low,US,low,low,low,low,regular,bad,fall,bad,working
8991,low,US,low,low,medium,low,regular,good,winter,good,working
8992,low,US,low,low,low,medium,regular,good,fall,bad,working
8993,low,UK,low,low,low,low,regular,bad,winter,bad,working
8995,high,US,low,low,low,low,regular,good,summer,good,working
8996,low,US,low,low,low,medium,regular,good,fall,good,working
8999,low,Europe,low,low,low,medium,regular,good,fall,good,weekend
9002,low,Europe,low,low,low,medium,regular,bad,spring,bad,weekend
9003,low,US,low,medium,high,medium,regular,bad,winter,good,working
9004,high,US,low,low,low,low,regular,bad,fall,bad,working
9006,high,Europe,low,medium,medium,medium,regular,bad,spring,bad,weekend
9007,high,Europe,low,high,low,medium,regular,good,spring,good,weekend
9008,high,UK,low,medium,medium,medium,regular,bad,spring,bad,working
9010,low,Europe,low,low,low,low,regular,bad,spring,bad,working
9011,low,UK,low,medium,medium,medium,regular,good,summer,good,holiday
9012,high,US,low,medium,low,medium,regular,good,spring,good,weekend
9014,high,Europe,low,medium,low,low,regular,good,spring,bad,working
9015,low,US,low,low,low,low,regular,bad,fall,good,working
9016,low,US,low,low,low,medium,regular,good,summer,good,working
9017,low,Europe,low,high,high,medium,regular,good,fall,good,holiday
9018,low,Europe,low,medium,medium,medium,regular,good,summer,good,working
9020,low,Europe,low,low,low,medium,increased,bad,spring,bad,working
9022,low,Europe,low,medium,medium,low,regular,good,fall,good,weekend
9023,high,US,low,low,low,medium,regular,good,summer,good,working
9024,high,Europe,low,medium,low,medium,regular,good,fall,good,working
9025,low,US,low,low,medium,low,regular,good,fall,bad,working
9026,low,UK,low,low,medium,medium,regular,bad,spring,good,holiday
9027,low,US,low,low,low,low,regular,bad,winter,bad,working
9028,low,Europe,low,low,medium,low,regular,bad,winter,bad,weekend
9030,high,US,low,medium,low,low,increased,good,spring,good,working
9031,high,Europe,low,medium,medium,medium,regular,good,summer,good,working
9032,high,US,low,medium,high,medium,regular,good,summer,good,weekend
9033,low,Europe,low,medium,medium,medium,regular,good,summer,good,working
9036,low,Europe,low,low,low,low,regular,good,spring,bad,working
9037,high,US,low,low,low,medium,regular,good,winter,good,working
9038,high,US,low,high,high,low,regular,bad,winter,bad,working
9040,low,UK,low,medium,low,medium,regular,bad,winter,bad,working
9041,low,Europe,high,high,low,medium,regular,bad,winter,bad,working
9042,high,UK,low,medium,high,low,regular,good,fall,good,working
9043,high,US,low,low,low,low,regular,bad,spring,bad,working
9045,low,US,low,low,low,low,regular,bad,winter,bad,working
9047,low,US,low,high,medium,medium,regular,good,summer,good,working
9048,high,UK,low,high,low,medium,regular,good,spring,good,holiday
9050,high,Europe,low,low,medium,medium,regular,good,spring,good,working
9053,low,Europe,low,medium,high,low,regular,good,summer,good,working
9054,low,US,low,medium,medium,medium,regular,bad,spring,good,holiday
9055,high,UK,low,low,medium,medium,regular,good,fall,good,working
9056,high,UK,high,high,high,medium,regular,bad,winter,bad,working
9057,low,UK,low,high,high,medium,regular,bad,winter,good,working
9062,high,US,low,medium,low,low,regular,good,spring,bad,working
9066,high,UK,low,low,low,low,regular,good,winter,bad,working
9067,low,Europe,low,low,low,medium,regular,good,fall,good,working
9068,low,Europe,low,low,low,medium,regular,bad,summer,good,working
9070,low,Europe,low,low,low,low,regular,bad,fall,bad,weekend
9073,high,Europe,low,low,low,low,increased,good,spring,good,working
9074,high,Europe,low,low,medium,medium,regular,good,summer,good,weekend
9076,low,US,low,low,low,medium,regular,good,fall,good,holiday
9077,low,Europe,low,low,low,medium,regular,bad,winter,good,working
9079,high,US,low,low,low,medium,regular,good,spring,good,working
9081,low,Europe,low,medium,low,medium,regular,good,fall,good,working
9082,low,UK,low,low,low,low,regular,bad,fall,bad,working
9084,high,Europe,low,low,medium,low,regular,good,spring,bad,weekend
9085,high,Europe,low,high,medium,medium,regular,good,spring,good,holiday
9086,low,US,low,medium,high,low,regular,bad,fall,bad,weekend
9087,low,UK,low,high,medium,medium,regular,bad,fall,good,working
9088,low,Europe,low,high,high,medium,regular,bad,summer,good,working
9089,low,UK,low,medium,low,medium,regular,bad,spring,bad,working
9090,low,Europe,low,low,medium,low,regular,good,spring,good,weekend
9094,low,UK,low,low,low,low,regular,good,fall,bad,working
9095,high,US,low,high,high,medium,regular,good,spring,good,working
9097,high,US,low,medium,high,low,regular,good,winter,bad,weekend
9098,low,Europe,low,low,medium,medium,regular,good,spring,good,weekend
9100,low,Europe,low,low,low,low,regular,bad,winter,bad,working
9101,low,US,low,high,low,medium,regular,good,spring,good,working
9103,high,US,low,high,high,medium,regular,bad,fall,bad,working
9105,low,Europe,low,medium,low,medium,regular,good,summer,good,working
9106,high,Europe,low,low,low,medium,regular,good,fall,good,working
9108,low,US,low,low,low,medium,regular,bad,summer,bad,working
9109,high,Europe,low,low,high,low,regular,bad,spring,bad,working
9110,high,Europe,low,low,low,medium,regular,good,spring,bad,working
9112,high,Europe,low,high,high,medium,regular,good,spring,good,working
9113,low,Europe,low,low,low,medium,regular,bad,summer,good,weekend
9115,high,Europe,low,high,high,medium,regular,good,summer,good,working
9120,low,UK,low,medium,high,medium,increased,bad,spring,bad,working
9122,high,US,low,medium,low,medium,regular,bad,winter,bad,working
9125,high,UK,low,low,low,medium,regular,good,fall,good,working
9127,high,UK,low,low,low,low,regular,good,fall,good,weekend
9129,high,UK,low,low,low,medium,regular,good,spring,good,weekend
9130,high,Europe,low,high,high,medium,regular,good,summer,good,working
9131,low,UK,low,low,low,medium,regular,good,summer,good,working
9132,high,US,low,medium,medium,medium,regular,bad,fall,bad,weekend
9133,low,US,low,low,low,medium,regular,bad,winter,bad,working
9136,high,US,low,low,low,medium,increased,good,spring,good,working
9137,high,Europe,low,low,low,medium,regular,good,summer,good,working
9138,low,US,low,low,low,low,increased,bad,winter,bad,working
9139,low,Europe,low,low,medium,low,regular,bad,winter,good,weekend
9140,high,Europe,low,medium,medium,medium,regular,good,spring,good,weekend
9141,high,US,low,low,low,low,regular,bad,spring,bad,weekend
9143,low,UK,low,medium,high,medium,regular,good,summer,good,working
9144,low,Europe,low,low,low,medium,regular,bad,spring,bad,working
9145,high,US,low,low,medium,medium,regular,good,winter,good,working
9147,low,US,low,low,low,medium,regular,bad,summer,bad,weekend
9149,low,Europe,low,low,low,medium,increased,good,spring,bad,working
9151,low,UK,low,low,medium,medium,regular,good,spring,good,working
9152,high,Europe,low,low,medium,medium,regular,good,fall,good,holiday
9153,high,Europe,high,high,low,medium,regular,good,summer,good,working
9154,high,Europe,low,high,high,medium,regular,bad,spring,good,working
9155,low,UK,low,low,low,medium,regular,good,spring,good,working
9158,low,Europe,low,high,high,low,regular,bad,winter,bad,working
9164,low,UK,low,medium,low,medium,regular,good,fall,good,weekend
9166,low,Europe,low,low,low,medium,regular,good,summer,good,weekend
9167,high,Europe,low,low,medium,low,regular,good,winter,bad,weekend
9168,low,Europe,low,medium,high,low,increased,bad,winter,bad,holiday
9169,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
9170,low,Europe,low,high,high,medium,regular,good,spring,good,working
9171,low,Europe,low,low,high,medium,regular,good,spring,good,weekend
9173,high,US,low,medium,medium,medium,regular,good,spring,good,working
9174,high,UK,low,medium,high,medium,regular,bad,fall,bad,weekend
9177,high,UK,low,medium,medium,medium,regular,bad,summer,good,working
9178,high,Europe,low,low,low,low,regular,good,fall,bad,working
9181,low,Europe,high,low,low,low,regular,bad,fall,bad,weekend
9183,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
9186,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
9188,low,US,low,low,low,low,regular,bad,fall,bad,working
9190,low,US,low,high,low,medium,regular,bad,winter,bad,working
9191,low,US,low,low,high,medium,regular,bad,spring,bad,holiday
9194,high,Europe,high,high,medium,medium,regular,bad,spring,bad,weekend
9195,low,Europe,low,low,medium,medium,regular,bad,spring,bad,weekend
9196,low,Europe,low,low,low,low,regular,bad,winter,bad,working
9198,low,Europe,low,low,low,low,regular,bad,spring,bad,working
9199,low,Europe,low,low,low,low,regular,bad,winter,bad,holiday
9200,high,US,low,medium,high,medium,regular,good,summer,good,weekend
9201,low,US,low,medium,high,low,regular,bad,spring,good,weekend
9202,low,Europe,low,medium,medium,low,increased,bad,winter,bad,working
9203,low,US,low,low,medium,medium,regular,good,summer,good,weekend
9207,high,Europe,low,low,low,medium,regular,bad,spring,good,working
9208,low,Europe,low,low,low,medium,regular,good,spring,good,working
9209,low,US,low,low,low,medium,regular,bad,summer,good,working
9210,high,UK,low,low,medium,low,regular,good,summer,good,working
9211,low,US,low,high,high,medium,regular,bad,winter,bad,working
9213,high,UK,low,low,medium,low,regular,bad,winter,bad,working
9214,low,US,low,low,low,low,regular,good,spring,good,holiday
9215,high,UK,low,low,low,medium,regular,good,spring,good,working
9217,low,Europe,low,medium,low,medium,regular,good,summer,good,working
9218,high,US,high,low,high,medium,regular,bad,winter,bad,working
9219,high,Europe,low,low,high,medium,regular,good,summer,good,working
9220,low,US,low,medium,low,medium,regular,bad,fall,bad,weekend
9222,low,UK,low,low,low,low,regular,good,fall,good,working
9223,low,US,low,medium,high,medium,regular,bad,fall,good,working
9224,high,UK,low,medium,high,medium,regular,good,fall,good,weekend
9226,low,US,low,medium,high,low,regular,bad,winter,bad,working
9230,low,UK,low,low,low,low,regular,bad,winter,bad,working
9231,low,US,low,medium,low,medium,regular,good,spring,bad,working
9232,high,UK,low,low,low,medium,regular,good,spring,good,working
9234,low,UK,low,low,low,low,regular,bad,fall,good,working
9235,low,Europe,low,low,medium,low,regular,bad,winter,bad,weekend
9236,high,Europe,low,low,low,medium,regular,good,summer,good,holiday
9238,low,UK,low,low,low,low,regular,bad,summer,bad,holiday
9239,high,Europe,low,low,low,medium,regular,good,summer,good,working
9240,high,US,low,low,low,medium,regular,bad,summer,good,working
9243,low,Europe,low,medium,medium,medium,regular,bad,spring,bad,working
9245,high,Europe,low,medium,medium,low,regular,good,spring,bad,working
9246,low,UK,low,medium,high,medium,regular,bad,fall,bad,working
9247,low,UK,low,low,low,medium,regular,bad,spring,bad,working
9248,high,US,low,low,medium,medium,regular,good,summer,good,working
9249,low,Europe,low,low,low,low,regular,bad,winter,good,weekend
9253,low,US,low,low,low,medium,regular,bad,fall,bad,working
9254,high,Europe,low,low,low,medium,regular,good,spring,good,weekend
9255,high,Europe,low,low,medium,low,regular,good,fall,good,weekend
9257,high,UK,low,medium,medium,medium,regular,bad,fall,good,weekend
9259,low,US,low,low,medium,medium,regular,bad,winter,bad,working
9260,low,Europe,low,low,high,medium,regular,good,fall,good,working
9261,low,US,low,medium,low,medium,increased,bad,spring,bad,working
9262,high,UK,low,low,medium,medium,regular,good,summer,good,working
9263,high,UK,low,medium,medium,medium,regular,bad,spring,bad,working
9264,low,UK,low,low,low,low,increased,good,spring,good,holiday
9270,high,UK,low,high,low,medium,regular,bad,spring,bad,weekend
9271,high,US,low,high,medium,medium,regular,good,summer,good,working
9274,high,UK,low,medium,medium,medium,regular,good,summer,good,holiday
9276,low,Europe,low,medium,low,low,regular,bad,winter,bad,working
9277,low,Europe,low,medium,low,medium,regular,bad,spring,good,working
9278,low,UK,low,medium,low,medium,regular,good,summer,good,working
9280,low,US,low,low,low,low,regular,good,winter,bad,working
9281,high,UK,high,medium,high,medium,regular,bad,winter,bad,weekend
9283,high,Europe,low,medium,low,medium,regular,good,summer,good,working
9284,low,UK,low,medium,medium,medium,regular,good,fall,good,weekend
9288,low,US,low,low,low,medium,regular,bad,spring,bad,working
9291,high,UK,low,high,medium,medium,regular,good,fall,good,working
9292,high,Europe,high,high,high,medium,regular,bad,spring,good,working
9293,low,Europe,low,low,medium,medium,regular,bad,winter,bad,working
9296,low,Europe,low,medium,low,medium,regular,good,fall,good,working
9298,high,Europe,low,high,high,medium,regular,good,winter,good,weekend
9304,low,UK,low,low,low,low,regular,bad,fall,good,working
9306,high,US,low,medium,high,medium,regular,good,summer,good,weekend
9309,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
9311,low,US,low,medium,high,low,regular,bad,winter,bad,working
9313,low,US,low,medium,high,medium,regular,bad,fall,bad,weekend
9314,high,US,low,low,low,medium,regular,bad,spring,bad,working
9318,low,Europe,low,low,medium,medium,regular,good,fall,good,weekend
9320,high,Europe,low,high,medium,medium,regular,good,fall,good,weekend
9322,low,Europe,low,low,low,medium,regular,good,spring,good,weekend
9323,high,UK,high,high,medium,medium,regular,bad,fall,bad,working
9324,low,Europe,low,high,high,medium,regular,bad,winter,good,working
9325,low,Europe,low,high,high,medium,regular,bad,fall,bad,weekend
9326,high,Europe,low,high,high,low,regular,bad,fall,good,working
9328,high,UK,low,low,low,medium,regular,good,winter,good,weekend
9330,low,Europe,low,low,medium,low,regular,bad,winter,bad,working
9331,high,Europe,low,high,low,medium,regular,good,fall,good,working
9332,high,UK,high,high,high,medium,regular,bad,summer,good,working
9339,low,Europe,low,medium,medium,medium,regular,bad,fall,bad,working
9340,high,US,high,low,low,low,regular,bad,spring,bad,working
9342,low,Europe,low,low,low,medium,regular,good,spring,good,working
9343,high,UK,low,high,high,medium,regular,good,summer,good,working
9344,low,Europe,low,low,low,low,regular,good,fall,good,working
9345,low,US,low,medium,low,medium,regular,good,spring,good,working
9346,low,US,low,low,low,medium,regular,bad,spring,bad,working
9348,high,UK,low,medium,medium,medium,regular,bad,spring,bad,weekend
9349,low,UK,low,low,low,low,regular,good,summer,good,working
9350,low,US,low,low,low,medium,regular,good,summer,bad,weekend
9351,high,Europe,low,medium,medium,medium,regular,bad,winter,bad,holiday
9352,high,Europe,high,high,medium,medium,regular,bad,winter,bad,working
9354,low,Europe,low,medium,low,medium,regular,bad,fall,bad,working
9355,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
9356,low,US,low,low,low,low,regular,bad,winter,bad,working
9357,low,US,low,low,high,low,regular,good,summer,good,working
9358,high,Europe,high,high,medium,low,regular,bad,winter,bad,working
9361,high,US,low,low,low,medium,increased,bad,spring,bad,working
9362,low,US,low,high,medium,medium,increased,bad,fall,good,weekend
9363,low,UK,low,low,low,medium,regular,bad,spring,bad,working
9364,low,UK,low,low,low,low,regular,bad,winter,bad,weekend
